employee_id,age,gender,education_level,department,job_level,experience_years,salary_lpa,training_hours,certifications_count,projects_count,avg_task_delay_days,on_time_delivery_rate,bug_count,code_review_score,qa_defect_density,story_points_completed,billable_hours_ratio,sick_days,unplanned_absences,avg_login_hours,peer_feedback_score,manager_score,kudos_count,promotions_in_2y,salary_percentile_band,manager_tenure,internal_hackathons_participated,overtime_hours_monthly,engagement_score,last_promotion_years_ago,perf_band_next
EMP10251,40,Male,Diploma,Sales,Lead,14,18.56,41.2,2,6,-2.7,0.91,16,2.31,1.91,49.3,0.529,4,0,7.4,3.34,2.82,4,1,High,3.0,1,16.6,100.0,3.2,Low
EMP10252,28,Female,Bachelor,Engineering,Senior,2,13.47,29.3,2,7,2.8,0.81,15,3.72,0.81,81.5,0.879,2,2,7.6,3.75,4.46,8,0,Medium,5.5,0,20.9,59.9,2.0,Medium
EMP10253,33,Female,Master,Sales,Senior,11,18.82,37.7,4,7,4.2,0.697,12,4.87,3.04,56.2,0.747,4,1,7.5,4.35,2.95,6,0,Medium,7.7,0,8.3,52.0,3.4,Low
EMP10254,46,Male,Bachelor,Engineering,Mid,25,22.05,16.1,4,8,5.3,0.723,10,5.0,0.86,96.7,0.81,8,1,9.3,4.56,4.18,3,0,Medium,1.6,0,7.5,58.4,4.2,High
EMP10255,26,Male,Bachelor,Marketing,Mid,4,8.15,34.9,1,7,-1.7,0.775,13,3.62,2.62,105.9,0.421,0,2,8.0,3.41,4.42,3,1,Low,2.0,1,15.3,60.5,3.3,Medium
EMP10256,47,Female,PhD,Engineering,Junior,26,16.63,21.1,5,7,6.6,0.738,11,3.93,2.18,52.0,0.404,4,2,9.9,3.71,5.0,3,0,Low,3.4,0,21.7,76.1,3.0,High
EMP10257,25,Female,Bachelor,HR,Mid,0,10.34,33.0,1,6,0.7,0.874,9,4.12,3.76,42.3,0.92,2,1,8.6,4.47,3.86,9,0,High,3.5,2,10.3,51.1,3.1,Low
EMP10258,27,Male,Bachelor,Sales,Junior,1,5.82,0.0,3,6,6.4,0.599,7,5.0,2.29,57.1,0.71,3,2,9.2,4.11,3.73,4,1,Medium,8.9,1,18.4,75.2,6.5,Low
EMP10259,43,Female,Diploma,Engineering,Senior,18,13.34,17.7,3,4,7.7,0.572,7,3.01,0.5,55.8,0.814,2,2,5.9,4.42,2.28,10,1,Low,6.7,1,3.4,70.5,3.5,Medium
EMP10260,51,Female,PhD,Engineering,Mid,26,25.04,64.4,1,7,2.4,0.695,10,5.0,2.75,98.8,0.727,5,0,6.1,4.5,3.38,14,0,High,6.6,1,18.7,83.7,3.6,High
EMP10261,27,Female,Bachelor,Finance,Mid,4,13.49,52.9,0,11,0.1,0.773,15,3.48,3.33,42.2,0.859,4,2,6.1,4.13,3.2,5,0,Medium,3.9,0,0.0,79.3,0.0,Low
EMP10262,32,Female,Bachelor,Engineering,Mid,9,15.43,61.7,2,5,10.2,0.989,14,2.88,0.21,81.3,0.909,5,2,7.6,3.89,3.57,9,0,High,3.9,2,19.1,82.4,4.9,High
EMP10263,57,Female,Diploma,Sales,Lead,31,23.14,63.0,2,3,7.5,0.909,10,3.48,2.38,95.5,0.806,6,0,6.3,3.4,3.34,10,0,Low,1.3,0,24.8,77.4,4.2,High
EMP10264,59,Male,Bachelor,HR,Junior,34,25.82,50.1,1,8,4.6,0.981,10,3.13,2.57,83.0,0.913,4,1,9.6,3.65,4.25,6,1,High,6.2,3,14.3,87.5,4.2,High
EMP10265,43,Female,PhD,Engineering,Junior,19,16.51,29.8,4,7,9.9,0.791,13,3.99,1.61,74.6,0.868,7,4,7.9,3.69,3.31,6,1,Medium,5.6,3,21.6,47.6,4.3,Low
EMP10266,38,Female,Bachelor,Engineering,Junior,12,9.05,19.3,2,6,4.3,0.972,12,2.54,0.0,61.4,0.449,7,4,8.8,4.52,4.03,7,1,Low,7.3,0,18.5,48.2,1.5,Medium
EMP10267,34,Female,PhD,Marketing,Senior,11,19.88,58.6,1,7,1.5,0.967,12,3.8,1.53,105.7,0.782,5,3,7.5,3.91,3.62,9,1,Medium,4.0,1,2.2,69.7,2.7,High
EMP10268,44,Male,Bachelor,Support,Lead,21,22.43,39.2,4,5,-0.0,0.865,15,4.16,1.28,59.6,0.784,3,2,9.1,3.91,3.26,3,1,Medium,4.2,1,4.2,71.3,6.4,Medium
EMP10269,44,Male,Bachelor,Engineering,Junior,18,13.99,82.9,2,9,3.6,0.582,11,4.74,3.18,85.9,0.648,2,3,5.7,3.2,3.2,9,0,Low,4.9,0,12.4,54.6,0.7,High
EMP10270,32,Female,Master,Support,Lead,9,21.43,31.4,3,5,7.1,0.508,12,4.18,1.72,61.5,0.791,4,0,8.0,4.52,3.86,8,0,Medium,6.5,1,14.5,78.4,0.8,Low
EMP10271,21,Male,Bachelor,Finance,Junior,0,5.4,73.5,0,6,9.6,0.858,13,4.69,1.43,24.5,0.767,1,3,8.7,3.34,4.66,7,0,Medium,1.3,3,8.2,50.4,0.5,Low
EMP10272,26,Other,Bachelor,Finance,Mid,3,10.32,35.2,0,9,4.1,0.749,19,3.28,1.27,59.1,0.833,6,1,8.8,3.63,3.19,10,0,Medium,6.1,1,3.8,66.0,2.9,Low
EMP10273,58,Male,Master,Marketing,Junior,35,20.8,62.0,2,7,8.9,0.824,15,3.98,2.09,61.6,0.472,4,5,7.7,4.59,3.73,12,0,Low,4.5,2,0.0,69.7,6.1,High
EMP10274,37,Female,Bachelor,Marketing,Mid,15,12.71,68.5,4,6,3.1,0.651,15,2.14,1.85,61.8,0.88,6,1,6.0,4.33,4.04,9,0,Low,2.2,3,32.7,78.6,3.7,Medium
EMP10275,39,Female,Bachelor,Marketing,Senior,15,17.3,19.6,2,4,0.9,0.964,13,3.62,1.09,50.5,0.949,4,2,9.3,3.29,3.69,11,0,Medium,0.0,4,33.0,62.4,5.1,Low
EMP10276,39,Male,PhD,Sales,Mid,16,20.3,29.3,0,5,-1.2,0.839,12,3.97,2.04,78.8,0.735,5,2,7.6,3.15,2.47,7,0,Medium,4.2,3,7.6,88.2,0.0,Medium
EMP10277,51,Male,Bachelor,Sales,Junior,28,16.95,19.4,0,10,2.0,0.73,14,4.03,1.3,81.2,0.746,2,1,7.7,3.68,4.04,12,0,Low,7.7,1,1.6,95.2,1.7,High
EMP10278,23,Female,Bachelor,HR,Senior,0,14.93,15.9,2,9,-1.1,0.803,10,2.6,0.0,58.3,0.511,2,6,10.8,3.45,2.65,9,0,Medium,8.2,0,30.5,93.1,2.0,Low
EMP10279,24,Female,Diploma,Engineering,Lead,3,9.74,50.0,4,8,12.0,0.797,11,3.43,2.4,58.1,0.799,3,1,8.2,2.92,2.66,10,1,Low,5.3,1,0.0,97.1,6.1,Medium
EMP10280,31,Male,Bachelor,Finance,Mid,10,15.96,34.5,3,4,5.8,0.776,12,3.52,2.32,41.9,0.486,1,1,7.5,3.35,2.79,7,0,Medium,8.8,1,26.3,86.0,3.4,Low
EMP10281,39,Female,Bachelor,Engineering,Mid,13,20.69,38.9,4,12,3.6,0.958,15,3.4,1.98,70.6,0.866,5,0,7.4,2.15,3.59,7,1,High,4.4,3,22.4,79.2,3.1,Low
EMP10282,47,Female,Master,Engineering,Senior,23,20.03,48.0,0,9,10.9,0.719,12,4.21,1.4,95.3,0.702,3,1,8.9,4.34,3.03,8,0,Low,6.6,0,12.5,58.8,3.5,Medium
EMP10283,40,Male,Bachelor,Engineering,Junior,16,14.57,4.6,2,4,-1.2,0.911,12,3.55,1.74,95.3,0.602,4,3,7.1,4.3,2.7,5,0,Medium,3.5,0,29.9,61.5,2.8,Low
EMP10284,38,Male,Master,Engineering,Senior,17,18.77,61.2,2,9,3.5,0.64,13,3.77,2.54,51.8,0.951,5,3,8.7,4.65,3.97,4,0,Low,3.4,2,9.4,84.2,6.8,High
EMP10285,57,Male,Bachelor,Finance,Junior,33,20.71,31.7,5,8,12.0,0.632,11,3.36,1.23,108.8,0.851,2,0,9.4,4.01,3.68,13,1,Medium,3.0,3,24.4,43.3,6.7,High
EMP10286,27,Male,Bachelor,Finance,Senior,4,18.5,47.6,3,2,3.4,0.889,11,4.45,2.57,57.0,0.921,5,2,8.0,3.53,4.23,10,1,High,0.0,2,13.5,89.9,5.2,Medium
EMP10287,43,Male,Bachelor,Sales,Junior,19,14.03,49.2,2,5,13.8,0.974,17,4.5,0.47,42.6,0.798,3,4,9.3,4.41,3.19,3,0,Medium,7.3,0,3.8,60.9,5.0,Medium
EMP10288,42,Male,Master,Engineering,Junior,21,19.47,62.7,1,7,7.1,0.914,8,3.48,1.95,35.0,0.61,10,3,8.0,3.38,3.66,11,0,High,3.1,2,36.4,62.0,2.3,Medium
EMP10289,39,Female,Bachelor,Sales,Mid,15,15.19,36.1,3,9,9.2,0.92,16,5.0,1.82,41.3,0.866,5,2,7.3,3.0,4.26,9,0,Medium,2.7,1,8.9,81.6,4.0,Medium
EMP10290,52,Male,Bachelor,HR,Mid,28,19.64,0.0,3,9,9.3,0.878,10,3.16,2.7,72.3,0.594,6,3,6.1,3.71,2.78,6,0,Low,1.9,0,11.7,74.2,0.0,Medium
EMP10291,31,Female,Master,Marketing,Senior,9,16.84,39.0,0,9,4.0,0.676,12,4.41,0.97,59.3,0.745,5,2,8.4,4.05,3.24,6,0,Medium,4.1,2,24.1,63.7,2.4,Low
EMP10292,58,Male,Bachelor,Sales,Lead,35,25.0,41.6,3,9,2.0,0.841,12,3.03,1.07,51.1,0.747,5,1,8.5,3.31,4.39,4,0,Low,8.4,2,28.4,56.3,0.4,Medium
EMP10293,33,Male,Bachelor,Sales,Junior,7,9.68,19.4,6,10,3.5,0.823,9,4.24,0.54,46.4,0.637,5,5,9.3,3.17,3.71,9,0,Medium,9.1,1,2.8,47.5,4.1,Medium
EMP10294,42,Female,Master,Sales,Junior,17,11.28,40.7,4,6,0.1,0.933,11,4.19,1.29,41.1,0.633,4,2,9.2,3.55,3.59,3,0,Low,0.8,2,30.4,37.6,3.0,Low
EMP10295,41,Female,Bachelor,Support,Mid,17,16.1,31.5,1,4,3.7,0.7,16,2.99,2.03,45.4,0.819,3,2,10.6,4.05,3.67,8,1,Low,3.7,0,15.9,91.9,4.6,Low
EMP10296,54,Male,Diploma,Marketing,Mid,29,19.59,13.8,3,5,4.0,0.914,10,3.61,0.18,87.3,0.662,7,6,7.4,3.71,4.56,9,0,Low,2.2,3,15.1,66.8,4.4,High
EMP10297,38,Male,Bachelor,Sales,Mid,13,14.53,50.1,4,11,10.8,0.792,12,5.0,1.4,104.7,0.471,4,2,8.5,5.0,3.68,4,0,Medium,6.7,0,14.3,56.7,5.2,High
EMP10298,32,Male,Bachelor,Sales,Senior,11,18.86,27.9,3,6,6.4,0.498,15,3.13,2.35,106.0,0.901,4,4,7.3,3.72,3.73,10,0,High,5.1,0,15.8,81.3,1.8,Low
EMP10299,21,Female,Bachelor,Engineering,Senior,0,10.21,30.7,0,5,13.5,0.8,9,3.98,1.71,80.1,0.727,7,1,9.2,4.25,3.69,7,0,Medium,3.1,0,0.4,58.3,0.0,Low
EMP10300,35,Male,Master,Support,Junior,9,7.96,29.7,2,4,-4.6,0.675,12,3.93,1.87,54.2,0.811,1,2,7.0,2.93,2.57,8,0,Low,4.7,1,20.1,58.6,6.7,Low
EMP10301,53,Male,Bachelor,HR,Mid,31,21.53,60.2,1,5,-0.9,0.863,12,3.67,0.44,50.3,0.949,5,2,9.2,4.15,4.05,7,1,Medium,3.4,1,18.0,87.8,2.2,High
EMP10302,21,Male,Master,Engineering,Mid,0,6.41,37.3,4,6,2.6,0.829,17,2.49,1.71,81.6,0.664,4,1,7.2,3.52,3.13,10,2,Low,8.1,0,12.3,81.1,3.1,Low
EMP10303,55,Male,PhD,Support,Mid,34,25.24,39.4,4,10,10.0,0.874,9,4.28,1.83,59.6,0.715,3,3,9.0,3.79,2.82,1,0,Low,5.7,1,18.1,72.7,5.1,Medium
EMP10304,42,Female,Bachelor,Marketing,Junior,20,17.25,30.1,2,4,3.6,0.726,9,3.71,1.65,74.1,0.796,3,1,9.5,4.81,2.48,4,0,Medium,6.0,0,13.9,61.7,2.7,Medium
EMP10305,26,Female,Master,Engineering,Mid,3,9.6,46.3,4,4,-1.9,0.614,15,4.47,1.94,107.5,0.766,5,1,6.2,3.58,2.62,5,0,Medium,0.0,1,15.3,73.5,1.1,Medium
EMP10306,32,Male,Master,Engineering,Mid,8,12.45,62.3,2,7,3.0,0.875,16,3.86,1.52,69.8,0.793,0,4,6.5,3.02,2.11,6,0,Low,4.4,1,20.2,78.7,7.0,Low
EMP10307,42,Male,PhD,Engineering,Junior,20,15.67,49.7,1,12,-0.8,0.954,11,3.75,1.39,115.1,0.849,3,3,8.4,3.11,2.98,5,1,Medium,9.1,2,13.7,73.9,2.2,High
EMP10308,33,Male,Bachelor,Finance,Senior,11,17.3,50.4,4,8,-1.6,0.961,13,3.96,0.86,40.2,0.682,3,4,8.3,3.9,3.4,5,0,Medium,7.4,1,8.2,88.2,6.5,Medium
EMP10309,25,Male,Bachelor,Engineering,Mid,1,9.78,48.9,1,7,12.0,0.938,14,3.01,2.68,74.8,0.698,5,1,7.7,3.87,4.44,16,0,Medium,0.4,0,23.6,55.0,3.9,Low
EMP10310,46,Female,Bachelor,Support,Mid,24,19.22,13.2,1,11,2.6,0.499,13,4.79,0.7,71.9,0.529,5,2,7.5,3.85,3.74,6,0,Medium,3.8,1,5.2,66.1,5.0,Medium
EMP10311,47,Female,Bachelor,Support,Mid,21,16.82,22.2,2,9,4.7,0.849,15,3.44,1.94,43.4,0.778,5,4,7.1,3.03,3.88,8,0,Low,1.9,1,26.5,78.4,5.0,Medium
EMP10312,25,Female,Bachelor,Sales,Senior,0,10.72,34.3,1,6,3.6,0.898,10,3.45,3.43,82.6,0.826,5,2,8.5,5.0,4.6,10,0,Low,8.3,1,12.6,61.4,2.5,Low
EMP10313,31,Other,Bachelor,Finance,Junior,9,7.94,24.9,2,7,3.0,0.764,17,4.6,2.79,98.7,0.53,5,0,6.9,4.68,1.7,7,0,Medium,5.0,1,24.8,84.3,4.3,Low
EMP10314,30,Other,Diploma,Engineering,Junior,6,12.91,18.8,2,9,0.6,0.953,16,3.87,2.26,113.5,0.812,3,0,8.5,3.88,3.97,1,0,High,2.8,2,30.4,90.1,6.8,High
EMP10315,46,Female,PhD,Engineering,Mid,24,20.61,4.3,1,10,2.8,0.892,9,3.53,2.02,74.0,0.671,6,2,7.4,2.89,3.92,5,0,Medium,4.6,1,15.4,70.9,5.6,Medium
EMP10316,49,Male,Bachelor,Marketing,Mid,26,20.54,13.8,0,5,5.3,0.769,14,3.99,1.69,23.2,0.535,4,1,7.6,4.75,4.28,4,0,Low,0.0,3,24.7,75.7,5.3,Low
EMP10317,49,Male,Diploma,Engineering,Junior,24,15.1,33.4,0,4,9.7,0.949,15,4.14,0.99,75.5,0.736,4,0,9.6,4.48,2.44,8,1,Low,2.1,3,22.3,66.9,4.4,Medium
EMP10318,57,Male,Diploma,Engineering,Senior,35,24.07,36.8,4,5,7.8,0.874,10,3.62,1.57,81.3,0.753,5,2,9.2,3.86,3.3,11,0,Medium,4.6,1,17.8,65.6,3.0,High
EMP10319,50,Female,Bachelor,HR,Junior,29,21.88,23.7,6,7,-0.9,0.734,15,4.35,2.32,59.8,0.747,3,1,6.9,4.52,3.05,6,0,High,6.4,0,22.0,89.2,1.7,Medium
EMP10320,33,Male,Bachelor,Engineering,Junior,11,15.37,39.4,5,7,8.0,0.872,17,2.81,2.15,69.7,0.921,5,5,7.1,3.5,2.8,9,0,High,0.2,3,13.2,57.5,6.1,Low
EMP10321,25,Female,Diploma,Sales,Mid,0,6.92,30.2,2,6,5.9,0.817,13,3.88,2.51,54.4,0.561,4,5,9.0,3.22,5.0,11,1,Low,3.7,5,32.4,82.4,2.2,Low
EMP10322,44,Female,Bachelor,Marketing,Senior,22,21.81,57.6,1,2,1.5,0.871,12,4.26,2.9,62.1,0.515,3,4,6.4,3.89,3.3,9,0,Medium,6.7,0,16.8,62.6,2.3,High
EMP10323,56,Female,Bachelor,Marketing,Senior,33,26.64,35.1,0,7,4.7,0.942,11,4.14,1.66,87.4,0.594,6,2,9.8,2.87,4.35,6,1,Medium,1.3,0,8.7,57.3,3.2,High
EMP10324,59,Male,Bachelor,Finance,Senior,35,23.49,50.5,3,5,6.3,0.811,10,2.13,1.97,95.6,0.879,7,1,8.3,3.13,4.19,11,1,Low,5.0,1,11.7,85.1,0.6,High
EMP10325,29,Male,Bachelor,Support,Mid,8,12.85,41.7,2,3,4.2,0.84,10,3.61,0.09,37.0,0.936,5,1,7.4,4.13,2.69,8,0,Medium,4.6,3,24.9,80.4,2.5,Low
EMP10326,30,Male,Bachelor,Sales,Senior,8,14.69,12.8,2,7,5.9,0.873,12,2.85,3.83,53.8,0.445,5,0,8.1,3.94,3.33,10,1,Medium,8.3,0,6.8,60.2,1.9,Low
EMP10327,22,Female,Bachelor,Support,Senior,0,8.95,36.4,1,14,0.5,0.798,19,4.6,1.43,30.1,0.855,7,3,9.7,2.97,3.74,12,0,Medium,4.0,4,34.9,67.5,0.6,Low
EMP10328,26,Female,Diploma,Sales,Junior,0,6.0,15.8,2,7,12.0,0.854,8,3.43,2.39,105.4,0.683,4,3,5.5,3.55,3.98,9,0,Medium,4.1,1,29.1,68.1,1.0,Low
EMP10329,42,Female,Diploma,Engineering,Mid,16,14.65,36.1,4,4,-3.7,0.873,12,4.52,1.43,84.2,0.54,3,2,9.3,3.0,3.93,14,1,Medium,6.4,0,3.7,73.5,3.1,High
EMP10330,42,Male,Bachelor,Support,Senior,17,20.91,24.6,1,8,6.3,0.567,16,2.85,1.41,21.0,0.926,5,3,9.5,3.51,4.93,5,0,Medium,1.6,2,23.7,62.7,5.0,Low
EMP10331,35,Male,Master,Engineering,Mid,13,17.9,44.9,2,7,5.5,0.875,23,3.97,1.59,63.6,0.823,1,1,7.7,3.44,4.34,14,0,Medium,4.0,0,6.3,96.0,3.0,High
EMP10332,33,Male,PhD,Engineering,Senior,9,14.83,13.8,1,7,6.6,0.721,9,3.71,0.68,58.8,0.852,2,1,8.0,4.4,4.16,9,0,Low,3.5,1,7.7,53.4,1.2,Medium
EMP10333,53,Female,PhD,Engineering,Mid,29,23.21,38.3,2,5,1.2,0.955,14,5.0,0.0,48.4,0.828,8,4,8.3,3.71,4.38,12,0,Low,4.2,2,11.3,47.3,2.0,High
EMP10334,38,Female,Bachelor,HR,Mid,12,15.52,48.3,3,10,8.7,0.971,10,4.52,2.84,87.8,0.896,4,2,9.0,3.65,4.65,6,0,Medium,6.4,1,8.6,68.2,3.8,High
EMP10335,52,Male,Bachelor,HR,Junior,31,23.62,54.3,5,5,3.6,0.941,10,4.48,2.29,87.3,0.614,3,1,7.2,3.56,3.26,6,1,High,5.7,2,23.3,40.2,5.3,High
EMP10336,58,Female,Bachelor,Sales,Senior,33,21.43,24.2,1,3,-0.7,0.912,10,5.0,0.98,70.9,0.766,4,4,8.1,2.77,2.59,10,0,Low,2.9,1,18.5,58.3,4.9,High
EMP10337,33,Male,Master,Support,Senior,11,17.01,38.3,5,3,-0.4,0.662,11,3.9,2.21,50.9,0.603,3,4,8.0,3.74,3.28,11,0,Medium,4.8,3,20.2,60.5,3.6,Medium
EMP10338,28,Female,Master,Engineering,Junior,4,9.1,41.3,3,7,4.5,0.815,18,3.63,2.54,51.1,0.636,8,1,8.9,4.09,2.74,6,0,Medium,7.8,1,16.0,70.2,5.9,Low
EMP10339,58,Male,Master,Sales,Mid,32,24.53,65.8,1,3,-2.4,0.723,7,3.55,1.18,66.0,0.723,1,2,11.3,3.94,3.01,5,1,Medium,2.7,1,10.7,67.0,2.2,High
EMP10340,45,Male,Master,HR,Junior,24,15.76,11.3,1,4,11.2,0.967,13,3.93,2.17,54.9,0.63,0,0,7.2,4.22,3.77,8,0,Low,4.8,1,10.8,73.5,1.1,Medium
EMP10341,32,Female,Bachelor,Support,Junior,11,13.31,21.6,1,6,8.2,0.686,12,1.76,2.71,64.9,0.639,1,1,8.2,4.24,3.31,6,0,Medium,4.1,1,27.1,58.3,2.7,Low
EMP10342,45,Male,Master,Engineering,Lead,20,24.62,88.5,3,5,11.3,0.783,17,3.7,0.51,77.3,0.387,3,1,7.2,5.0,4.15,10,1,Medium,4.4,1,12.5,64.3,5.5,High
EMP10343,41,Male,Master,Engineering,Mid,20,16.07,33.1,1,12,10.9,0.916,12,3.86,2.28,31.3,0.462,2,3,7.5,3.12,3.91,9,0,Low,0.9,1,30.0,78.7,4.5,Low
EMP10344,56,Male,Bachelor,Sales,Mid,31,18.66,4.0,0,6,2.6,0.813,14,3.59,2.13,48.3,0.551,3,2,6.8,3.94,3.96,3,0,Low,7.6,2,9.6,36.0,5.2,Medium
EMP10345,30,Male,PhD,Finance,Junior,6,9.74,27.5,3,5,0.5,0.814,13,2.63,3.49,64.3,0.425,4,0,6.3,4.01,2.81,9,0,Medium,2.8,0,16.5,76.3,3.0,Low
EMP10346,59,Female,Diploma,Marketing,Lead,35,26.61,0.0,1,5,-5.0,0.789,9,3.6,2.3,99.4,0.533,4,2,9.5,3.61,3.09,11,1,Low,6.8,3,19.1,37.8,3.5,High
EMP10347,57,Female,PhD,Finance,Junior,31,26.89,42.3,1,8,2.4,0.746,12,2.63,1.43,83.6,0.788,2,2,8.5,3.42,2.36,9,1,High,3.1,2,27.8,70.2,2.8,High
EMP10348,28,Female,Master,Marketing,Senior,2,11.49,52.6,3,4,11.1,0.732,9,4.94,1.53,64.9,0.879,3,1,8.2,4.1,4.1,5,0,Medium,3.1,0,25.7,77.8,1.7,Medium
EMP10349,27,Male,Diploma,HR,Junior,5,3.05,21.6,1,10,0.7,0.862,8,3.52,3.62,73.9,0.865,4,2,7.1,4.04,5.0,5,1,Low,7.2,3,19.1,74.6,3.3,Medium
EMP10350,41,Female,Master,Engineering,Junior,20,13.41,29.5,1,3,3.2,0.765,11,2.26,1.48,62.8,0.737,4,2,8.0,3.17,3.83,7,0,Low,6.7,1,16.7,60.7,2.8,Low
EMP10351,22,Male,Diploma,Engineering,Senior,1,10.64,54.6,0,9,1.8,0.803,15,3.56,2.33,88.7,0.602,8,1,6.7,2.72,3.89,3,1,Low,5.0,1,6.9,73.9,2.3,Low
EMP10352,32,Male,Master,Engineering,Junior,11,13.38,6.5,1,4,5.5,0.763,9,4.33,1.59,74.5,0.825,6,2,8.1,3.51,3.33,9,0,Medium,6.2,2,14.1,55.9,4.3,Low
EMP10353,37,Male,Master,HR,Senior,11,16.9,14.2,4,7,9.1,0.923,8,3.82,2.77,93.1,0.728,6,0,8.5,3.4,3.55,12,1,Medium,3.9,3,38.6,90.7,3.4,Medium
EMP10354,58,Female,Bachelor,Sales,Junior,34,21.81,33.9,2,6,-2.2,0.784,8,3.06,2.82,35.2,0.891,5,0,7.4,4.16,4.59,8,1,Medium,4.5,0,6.4,82.5,5.6,High
EMP10355,59,Female,Master,HR,Senior,34,22.28,24.5,1,5,-1.4,0.529,9,3.23,1.78,47.3,0.621,2,0,7.2,3.25,3.76,13,1,Low,3.0,0,10.4,55.8,1.7,High
EMP10356,26,Female,Diploma,Sales,Senior,4,11.36,32.7,4,9,9.9,0.77,14,3.5,1.43,71.0,0.716,2,2,7.5,3.69,4.15,8,1,Medium,6.5,1,2.2,90.7,2.5,Low
EMP10357,55,Female,Bachelor,Sales,Senior,29,23.61,15.3,3,5,6.9,0.531,14,3.39,1.41,75.9,0.786,7,2,9.1,2.78,4.61,7,0,Low,3.0,2,8.5,72.9,0.0,Medium
EMP10358,24,Male,Bachelor,Finance,Junior,0,3.61,41.9,2,7,3.0,0.95,7,2.82,0.25,117.8,0.783,5,3,8.3,2.87,4.47,7,1,Low,7.8,0,4.2,53.1,1.4,Medium
EMP10359,50,Female,Diploma,Finance,Senior,25,23.88,35.3,2,5,10.8,0.677,16,3.65,1.89,25.2,0.875,5,2,6.2,3.34,3.72,8,1,High,3.8,1,3.7,87.5,4.3,Low
EMP10360,53,Female,Bachelor,HR,Lead,30,29.69,47.9,5,2,-1.5,0.969,8,2.77,1.87,64.3,0.759,6,1,9.0,3.65,3.77,14,1,High,4.5,0,19.2,94.7,4.7,High
EMP10361,55,Male,Bachelor,HR,Junior,30,18.51,41.6,1,5,7.7,0.763,14,4.36,1.07,63.3,0.764,8,0,8.8,3.31,3.43,9,0,Medium,6.2,1,23.3,66.2,4.5,High
EMP10362,29,Male,Bachelor,Finance,Junior,5,6.95,41.7,1,8,3.7,0.77,10,4.45,0.15,70.2,0.572,3,2,8.3,3.89,4.05,5,0,Low,4.6,0,19.5,75.5,5.6,Medium
EMP10363,55,Male,Bachelor,Finance,Senior,32,27.36,12.0,0,8,6.4,0.783,16,3.0,1.99,103.1,0.859,3,2,10.1,2.78,3.41,7,0,High,3.8,1,5.8,69.8,4.2,Medium
EMP10364,25,Female,Master,HR,Junior,1,7.5,46.9,2,7,-5.0,0.939,11,3.2,2.1,84.3,0.657,6,0,8.1,3.67,3.95,4,0,Medium,4.4,2,0.0,78.7,3.3,Medium
EMP10365,41,Male,Bachelor,HR,Senior,19,16.68,32.0,5,7,3.0,0.895,10,3.4,2.16,29.7,0.922,4,0,8.6,3.68,4.43,10,1,Low,6.5,2,0.0,81.9,4.4,High
EMP10366,39,Female,Master,Finance,Senior,13,17.58,35.0,5,9,6.9,0.716,10,3.68,0.91,98.7,0.788,5,3,8.7,2.93,2.52,3,0,Medium,3.0,3,3.8,84.8,1.9,Medium
EMP10367,33,Male,Bachelor,Finance,Junior,8,7.95,56.9,2,4,3.7,0.785,7,3.88,2.16,98.1,0.648,5,0,9.2,3.94,2.4,8,0,Low,4.2,1,5.7,42.3,0.3,High
EMP10368,21,Female,Bachelor,Engineering,Mid,0,6.59,25.1,3,8,9.0,0.89,13,4.02,1.64,70.8,0.475,3,2,7.8,2.5,3.67,9,0,Low,4.5,0,11.4,62.2,2.5,Low
EMP10369,51,Male,Bachelor,Sales,Mid,26,20.63,62.3,1,4,8.9,0.889,17,4.01,2.58,29.4,0.787,4,2,7.3,3.39,4.17,4,0,Medium,6.4,3,18.6,84.5,2.7,Medium
EMP10370,34,Male,Bachelor,Support,Mid,11,11.83,64.0,1,11,0.2,0.852,15,4.79,0.92,61.7,0.791,8,3,9.3,4.27,3.9,10,0,Low,4.3,0,12.1,59.5,3.4,High
EMP10371,46,Male,Bachelor,Engineering,Senior,20,18.84,51.6,3,4,7.3,0.766,8,3.74,2.84,75.3,0.834,5,2,9.2,2.46,2.85,8,0,Medium,8.5,0,31.8,75.2,1.8,Medium
EMP10372,36,Male,Bachelor,Support,Junior,14,9.76,20.3,1,2,0.0,0.62,19,2.79,3.16,86.9,0.721,6,3,9.6,4.2,4.33,10,0,Medium,4.2,1,39.1,56.3,2.1,Low
EMP10373,35,Female,Bachelor,Engineering,Mid,11,17.14,0.0,3,6,4.2,0.806,15,2.57,1.9,26.1,0.953,2,2,8.6,3.1,5.0,5,1,High,4.0,2,14.9,80.2,4.7,Low
EMP10374,55,Male,Bachelor,Sales,Senior,34,22.97,57.4,3,9,6.6,0.613,10,4.85,2.16,48.1,0.871,0,3,6.1,3.45,3.09,12,1,Low,4.1,2,0.0,70.6,1.0,High
EMP10375,24,Female,Bachelor,Sales,Junior,2,5.78,40.0,3,7,0.7,0.895,10,4.06,2.51,89.2,0.929,5,4,8.3,4.64,3.19,8,0,Low,1.6,0,10.6,79.1,3.1,Medium
EMP10376,49,Male,Bachelor,Engineering,Senior,25,21.62,24.6,2,5,7.1,0.729,10,3.84,0.88,98.0,0.67,4,2,8.1,3.42,3.72,9,0,Medium,2.2,0,13.3,75.9,2.1,High
